Date,London futures (£ sterling/tonne),New York futures (US$/tonne),ICCO daily price (US$/tonne),ICCO daily price (Euro/tonne)
2/12/22,"1,918.00","2,541.67","2,454.96","2,333.81"
1/12/22,"1,926.33","2,530.67","2,450.85","2,331.37"
30/11/2022,"1,937.67","2,498.33","2,413.51","2,337.73"
29/11/2022,"1,937.00","2,479.67","2,406.73","2,324.66"
28/11/2022,"1,932.67","2,490.67","2,414.21","2,324.04"
25/11/2022,"1,925.33","2,482.00","2,410.83","2,317.41"
24/11/2022,"1,907.67","2,463.33","2,393.01","2,299.68"
23/11/2022,"1,898.00","2,444.67","2,369.72","2,286.19"
22/11/2022,"1,916.33","2,451.00","2,370.08","2,300.99"
21/11/2022,"1,925.33","2,453.33","2,366.70","2,312.74"
18/11/2022,"1,908.33","2,458.67","2,369.13","2,291.66"
17/11/2022,"1,905.33","2,452.00","2,358.20","2,279.79"
16/11/2022,"1,912.00","2,503.00","2,392.96","2,302.51"
15/11/2022,"1,911.33","2,495.67","2,386.65","2,304.55"
14/11/2022,"1,959.00","2,495.67","2,403.50","2,323.46"
11/11/22,"1,968.00","2,520.00","2,426.53","2,348.03"
10/11/22,"2,026.00","2,557.33","2,467.62","2,425.30"
9/11/22,"2,048.00","2,526.67","2,436.79","2,427.04"
8/11/22,"2,008.67","2,517.00","2,429.10","2,408.09"
7/11/22,"2,003.67","2,493.00","2,401.31","2,402.03"
4/11/22,"1,992.33","2,424.00","2,349.37","2,364.17"
3/11/22,"1,949.33","2,367.67","2,279.89","2,338.60"
2/11/22,"1,918.33","2,384.33","2,297.22","2,328.23"
1/11/22,"1,895.00","2,352.33","2,267.97","2,297.68"
31/10/2022,"1,883.00","2,335.00","2,253.61","2,282.24"
28/10/2022,"1,860.33","2,313.67","2,238.25","2,252.23"
27/10/2022,"1,870.33","2,322.00","2,248.55","2,252.37"
26/10/2022,"1,858.33","2,294.67","2,231.16","2,216.10"
25/10/2022,"1,884.33","2,303.00","2,236.03","2,245.20"
24/10/2022,"1,927.33","2,333.33","2,259.18","2,288.32"
21/10/2022,"1,907.67","2,311.33","2,236.50","2,268.93"
20/10/2022,"1,903.00","2,321.00","2,238.07","2,279.48"
19/10/2022,"1,890.33","2,308.67","2,219.30","2,270.12"
18/10/2022,"1,879.67","2,316.33","2,223.98","2,260.24"
17/10/2022,"1,884.00","2,328.67","2,243.68","2,280.02"
14/10/2022,"1,931.33","2,371.67","2,267.67","2,331.50"
13/10/2022,"1,918.00","2,366.33","2,273.60","2,324.30"
12/10/22,"1,908.33","2,310.67","2,214.84","2,285.49"
11/10/22,"1,920.00","2,342.67","2,244.18","2,300.96"
10/10/22,"1,936.67","2,351.33","2,245.87","2,315.27"
7/10/22,"1,948.67","2,381.00","2,274.35","2,325.29"
6/10/22,"1,917.33","2,363.00","2,249.21","2,296.67"
5/10/22,"1,912.67","2,377.33","2,267.94","2,299.23"
4/10/22,"1,881.67","2,356.33","2,256.64","2,261.83"
3/10/22,"1,880.00","2,323.33","2,222.50","2,265.51"
30/09/2022,"1,906.67","2,338.33","2,230.27","2,279.79"
29/09/2022,"1,905.67","2,314.33","2,214.19","2,260.69"
28/09/2022,"1,902.00","2,272.00","2,165.79","2,235.75"
27/09/2022,"1,895.67","2,272.00","2,150.75","2,241.19"
26/09/2022,"1,873.67","2,231.00","2,118.19","2,201.65"
23/09/2022,"1,790.16","2,387.68","2,270.57","2,242.10"
22/09/2022,"1,843.00","2,322.33","2,204.12","2,240.27"
21/09/2022,"1,855.67","2,341.33","2,225.75","2,253.69"
20/09/2022,"1,854.00","2,345.00","2,233.87","2,234.76"
19/09/2022,"1,854.33","2,358.33","2,240.96","2,240.51"
16/09/2022,"1,854.67","2,348.33","2,237.12","2,234.44"
15/09/2022,"1,847.33","2,364.67","2,245.94","2,248.41"
14/09/2022,"1,812.67","2,310.33","2,207.60","2,209.81"
13/09/2022,"1,826.67","2,347.67","2,230.65","2,231.54"
12/9/22,"1,830.00","2,383.00","2,265.62","2,236.85"
9/9/22,"1,838.33","2,359.00","2,248.17","2,239.18"
8/9/22,"1,831.00","2,324.33","2,216.46","2,225.54"
7/9/22,"1,846.67","2,342.67","2,237.74","2,239.19"
6/9/22,"1,848.33","2,366.33","2,250.21","2,272.48"
5/9/22,"1,853.33","2,381.50","2,260.45","2,276.61"
2/9/22,"1,856.00","2,396.67","2,276.02","2,269.19"
1/9/22,"1,838.67","2,358.00","2,242.76","2,253.41"
31/08/2022,"1,850.33","2,404.33","2,282.30","2,268.72"
30/08/2022,"1,840.00","2,396.33","2,274.61","2,267.45"
29/08/2022,"1,832.00","2,412.67","2,283.00","2,283.68"
26/08/2022,"1,824.00","2,405.00","2,280.21","2,280.55"
25/08/2022,"1,816.00","2,406.67","2,278.31","2,288.11"
24/08/2022,"1,809.67","2,383.00","2,262.51","2,270.20"
23/08/2022,"1,771.33","2,336.33","2,220.25","2,226.91"
22/08/2022,"1,798.67","2,121.17","2,234.58","2,249.33"
19/08/2022,"1,804.33","2,374.33","2,256.82","2,247.79"
18/08/2022,"1,806.00","2,415.33","2,292.40","2,267.18"
17/08/2022,"1,801.33","2,421.33","2,298.22","2,261.79"
16/08/2022,"1,770.67","2,384.33","2,266.70","2,228.62"
15/08/2022,"1,788.00","2,411.00","2,289.56","2,250.53"
12/8/22,"1,775.00","2,384.67","2,274.20","2,217.00"
11/8/22,"1,789.67","2,431.67","2,315.45","2,240.20"
10/8/22,"1,784.33","2,433.67","2,314.87","2,240.10"
9/8/22,"1,782.33","2,388.67","2,277.19","2,227.09"
8/8/22,"1,764.00","2,374.00","2,259.20","2,213.45"
5/8/22,"1,755.00","2,337.00","2,232.07","2,194.24"
4/8/22,"1,764.33","2,383.33","2,268.48","2,218.24"
3/8/22,"1,735.67","2,324.00","2,220.24","2,188.38"
2/8/22,"1,763.67","2,378.33","2,271.97","2,229.03"
1/8/22,"1,747.33","2,382.67","2,269.87","2,209.72"
29/07/2022,"1,739.67","2,368.33","2,248.67","2,204.82"
28/07/2022,"1,739.00","2,354.67","2,236.91","2,201.12"
27/07/2022,"1,770.00","2,376.33","2,257.91","2,233.75"
26/07/2022,"1,793.33","2,419.67","2,294.35","2,268.43"
25/07/2022,"1,770.67","2,398.33","2,270.64","2,224.09"
22/07/2022,"1,732.67","2,326.67","2,209.52","2,161.79"
21/07/2022,"1,746.00","2,346.67","2,223.29","2,180.71"
20/07/2022,"1,775.00","2,391.67","2,265.23","2,217.20"
19/07/2022,"1,763.33","2,382.33","2,255.87","2,204.88"
18/07/2022,"1,748.33","2,361.00","2,233.70","2,198.52"
15/07/2022,"1,752.67","2,355.00","2,221.21","2,202.11"
14/07/2022,"1,720.00","2,285.67","2,163.14","2,157.84"
13/07/2022,"1,751.00","2,336.00","2,216.98","2,199.47"
12/7/22,"1,782.00","2,382.00","2,257.04","2,243.04"
11/7/22,"1,781.67","2,396.67","2,263.46","2,246.60"
8/7/22,"1,745.33","2,355.67","2,232.76","2,194.69"
7/7/22,"1,772.33","2,372.33","2,254.00","2,218.72"
6/7/22,"1,778.67","2,366.33","2,246.85","2,209.11"
5/7/22,"1,749.33","2,344.33","2,220.50","2,165.54"
4/7/22,"1,741.00","2,345.33","2,231.50","2,140.12"
1/7/22,"1,742.33","2,346.33","2,227.71","2,140.39"
30/06/2022,"1,741.00","2,374.33","2,250.53","2,150.04"
29/06/2022,"1,751.33","2,394.67","2,266.00","2,163.80"
28/06/2022,"1,764.67","2,431.00","2,296.01","2,179.37"
27/06/2022,"1,767.67","2,440.00","2,311.76","2,180.68"
24/06/2022,"1,783.67","2,467.33","2,332.41","2,213.10"
23/06/2022,"1,782.67","2,455.67","2,322.57","2,209.46"
22/06/2022,"1,788.33","2,484.67","2,344.35","2,215.18"
21/06/2022,"1,791.67","2,495.67","2,351.46","2,229.30"
20/06/2022,"1,782.00","2,476.33","2,333.47","2,214.35"
17/06/2022,"1,776.67","2,457.00","2,316.00","2,211.43"
16/06/2022,"1,745.33","2,406.33","2,283.57","2,168.59"
15/06/2022,"1,773.33","2,405.33","2,275.93","2,191.27"
14/06/2022,"1,746.67","2,359.67","2,231.59","2,142.10"
13/06/2022,"1,737.67","2,370.33","2,244.80","2,151.41"
10/6/22,"1,768.00","2,432.67","2,308.21","2,194.18"
9/6/22,"1,772.00","2,471.33","2,345.87","2,201.36"
8/6/22,"1,773.33","2,494.00","2,362.91","2,199.52"
7/6/22,"1,778.33","2,503.67","2,373.92","2,219.02"
6/6/22,"1,783.00","2,517.33","2,378.70","2,223.25"
3/6/22,"1,790.83","2,500.00","2,371.02","2,213.58"
2/6/22,"1,790.83","2,513.00","2,382.93","2,220.66"
1/6/22,"1,798.67","2,543.00","2,395.17","2,249.67"
31/05/2022,"1,770.67","2,521.00","2,379.43","2,217.39"
30/05/2022,"1,778.33","2,505.83","2,379.85","2,207.07"
27/05/2022,"1,746.00","2,490.67","2,348.28","2,193.06"
26/05/2022,"1,748.33","2,486.33","2,345.01","2,186.49"
25/05/2022,"1,736.33","2,437.00","2,309.31","2,166.71"
24/05/2022,"1,760.00","2,463.00","2,337.62","2,175.97"
23/05/2022,"1,755.67","2,475.67","2,343.46","2,196.76"
20/05/2022,"1,750.33","2,450.00","2,320.23","2,197.37"
19/05/2022,"1,771.00","2,484.33","2,351.43","2,221.28"
18/05/2022,"1,792.67","2,494.00","2,359.71","2,249.63"
17/05/2022,"1,800.67","2,523.00","2,387.14","2,264.20"
16/05/2022,"1,818.00","2,519.33","2,377.87","2,282.04"
13/05/2022,"1,800.67","2,488.67","2,349.04","2,256.02"
12/5/22,"1,787.67","2,452.67","2,319.00","2,235.17"
11/5/22,"1,808.00","2,506.00","2,368.90","2,248.44"
10/5/22,"1,778.33","2,473.67","2,333.93","2,216.07"
9/5/22,"1,785.00","2,473.67","2,339.92","2,216.14"
6/5/22,"1,804.67","2,510.00","2,370.96","2,242.93"
5/5/22,"1,813.67","2,531.67","2,386.00","2,270.88"
4/5/22,"1,835.00","2,595.67","2,445.49","2,320.40"
3/5/22,"1,844.00","2,610.33","2,459.97","2,336.11"
2/5/22,"1,829.17","2,612.00","2,453.02","2,331.60"
29/04/2022,"1,814.33","2,575.00","2,429.26","2,305.00"
28/04/2022,"1,820.00","2,574.00","2,421.00","2,306.00"
27/04/2022,"1,796.33","2,549.33","2,403.08","2,278.24"
26/04/2022,"1,784.00","2,533.00","2,393.45","2,245.30"
25/04/2022,"1,766.67","2,513.00","2,379.61","2,224.46"
22/04/2022,"1,783.00","2,567.00","2,429.52","2,253.02"
21/04/2022,"1,798.33","2,611.33","2,479.17","2,287.03"
20/04/2022,"1,795.33","2,614.67","2,480.45","2,284.87"
19/04/2022,"1,777.33","2,597.67","2,455.83","2,276.43"
18/04/2022,"1,786.17","2,608.67","2,466.99","2,287.96"
14/04/2022,"1,795.00","2,638.33","2,492.69","2,303.87"
13/04/2022,"1,787.67","2,615.00","2,476.59","2,277.60"
12/4/22,"1,797.33","2,623.00","2,483.27","2,288.46"
11/4/22,"1,813.67","2,655.00","2,510.33","2,308.62"
8/4/22,"1,817.67","2,672.00","2,521.30","2,318.71"
7/4/22,"1,786.00","2,610.00","2,472.24","2,268.28"
6/4/22,"1,758.33","2,596.00","2,449.09","2,244.23"
5/4/22,"1,741.33","2,586.00","2,433.40","2,228.99"
4/4/22,"1,758.00","2,599.67","2,453.30","2,231.89"
1/4/22,"1,770.33","2,630.67","2,476.41","2,242.51"
31/03/2022,"1,788.00","2,675.33","2,513.46","2,265.75"
30/03/2022,"1,789.00","2,673.67","2,513.28","2,251.65"
29/03/2022,"1,785.00","2,654.67","2,498.87","2,251.24"
28/03/2022,"1,764.33","2,633.67","2,471.81","2,252.31"
25/03/2022,"1,740.67","2,599.00","2,447.47","2,227.81"
24/03/2022,"1,756.33","2,587.33","2,450.78","2,230.82"
23/03/2022,"1,772.33","2,654.33","2,496.77","2,269.82"
22/03/2022,"1,741.00","2,602.67","2,454.62","2,228.18"
21/03/2022,"1,710.33","2,549.33","2,402.80","2,175.62"
18/03/2022,"1,735.00","2,563.33","2,425.16","2,193.19"
17/03/2022,"1,715.33","2,533.67","2,395.39","2,150.94"
16/03/2022,"1,733.67","2,546.67","2,407.89","2,189.97"
15/03/2022,"1,737.00","2,545.67","2,405.01","2,195.89"
14/03/2022,"1,793.67","2,632.67","2,483.61","2,264.80"
11/3/22,"1,801.33","2,650.33","2,498.46","2,288.22"
10/3/22,"1,818.33","2,676.00","2,528.14","2,298.72"
9/3/22,"1,793.00","2,670.00","2,513.31","2,270.65"
8/3/22,"1,783.67","2,643.33","2,488.10","2,286.81"
7/3/22,"1,774.00","2,650.33","2,486.91","2,289.95"
4/3/22,"1,759.33","2,623.33","2,473.13","2,266.50"
3/3/22,"1,720.67","2,576.33","2,434.35","2,201.14"
2/3/22,"1,716.00","2,542.67","2,416.72","2,176.62"
1/3/22,"1,703.67","2,544.33","2,405.70","2,166.69"
28/02/2022,"1,713.33","2,548.33","2,422.96","2,158.98"
25/02/2022,"1,751.33","2,629.00","2,487.02","2,208.84"
24/02/2022,"1,756.67","2,635.67","2,489.84","2,232.64"
23/02/2022,"1,775.33","2,684.33","2,544.20","2,248.69"
22/02/2022,"1,746.00","2,663.33","2,517.29","2,219.37"
21/02/2022,"1,735.33","2,660.33","2,509.37","2,211.13"
18/02/2022,"1,751.67","2,657.33","2,517.00","2,222.51"
17/02/2022,"1,760.33","2,672.00","2,533.16","2,229.56"
16/02/2022,"1,782.67","2,713.00","2,565.55","2,254.22"
15/02/2022,"1,822.00","2,733.67","2,598.19","2,286.53"
14/02/2022,"1,796.00","2,723.00","2,573.04","2,277.14"
11/2/22,"1,837.67","2,805.00","2,650.64","2,323.95"
10/2/22,"1,846.33","2,816.67","2,663.84","2,322.20"
9/2/22,"1,835.33","2,792.00","2,636.59","2,305.83"
8/2/22,"1,798.00","2,712.33","2,572.47","2,253.61"
7/2/22,"1,785.00","2,677.00","2,544.27","2,225.34"
4/2/22,"1,805.33","2,712.33","2,576.57","2,249.35"
3/2/22,"1,788.00","2,681.00","2,554.33","2,235.93"
2/2/22,"1,780.67","2,665.33","2,539.07","2,247.46"
1/2/22,"1,777.67","2,648.67","2,523.50","2,245.29"
31/01/2022,"1,734.33","2,567.67","2,448.05","2,183.54"
28/01/2022,"1,723.67","2,530.33","2,420.58","2,168.84"
27/01/2022,"1,708.67","2,491.67","2,388.42","2,143.96"
26/01/2022,"1,730.67","2,555.33","2,446.47","2,168.43"
25/01/2022,"1,719.00","2,548.67","2,432.81","2,156.32"
24/01/2022,"1,726.00","2,541.00","2,429.64","2,146.22"
21/01/2022,"1,763.00","2,620.00","2,503.86","2,207.78"
20/01/2022,"1,786.00","2,692.67","2,563.27","2,262.21"
19/01/2022,"1,791.67","2,695.67","2,567.06","2,262.48"
18/01/2022,"1,796.00","2,665.33","2,551.61","2,251.29"
17/01/2022,"1,798.33","2,678.50","2,565.53","2,248.69"
14/01/2022,"1,789.00","2,691.67","2,567.27","2,249.32"
13/01/2022,"1,751.33","2,651.00","2,525.82","2,203.65"
12/1/22,"1,729.33","2,596.67","2,481.59","2,170.64"
11/1/22,"1,737.00","2,617.00","2,490.14","2,192.19"
10/1/22,"1,714.00","2,553.67","2,438.54","2,152.01"
7/1/22,"1,720.67","2,548.33","2,441.38","2,149.76"
6/1/22,"1,672.67","2,456.33","2,358.93","2,086.59"
5/1/22,"1,691.67","2,495.67","2,394.70","2,112.24"
4/1/22,"1,687.00","2,502.67","2,392.21","2,117.94"
3/1/22,"1,702.17","2,523.67","2,406.58","2,131.99"
31/12/2021,"1,717.33","2,555.33","2,439.31","2,143.79"
30/12/2021,"1,725.33","2,573.67","2,450.10","2,164.78"
29/12/2021,"1,714.33","2,526.33","2,416.78","2,131.48"
28/12/2021,"1,700.00","2,510.67","2,395.82","2,117.55"
27/12/2021,"1,699.33","2,497.33","2,389.26","2,108.88"
23/12/2021,"1,698.67","2,492.33","2,383.89","2,105.81"
22/12/2021,"1,699.00","2,487.00","2,376.01","2,098.14"
21/12/2021,"1,705.67","2,482.00","2,369.64","2,102.70"
20/12/2021,"1,691.67","2,452.67","2,343.55","2,074.63"
17/12/2021,"1,725.00","2,515.33","2,400.57","2,129.18"
16/12/2021,"1,738.00","2,564.00","2,439.42","2,157.06"
15/12/2021,"1,742.00","2,561.33","2,431.34","2,159.40"
14/12/2021,"1,726.00","2,523.00","2,402.77","2,132.46"
13/12/2021,"1,723.67","2,537.00","2,408.96","2,132.29"
10/12/21,"1,689.33","2,471.33","2,356.03","2,082.38"
9/12/21,"1,694.67","2,470.00","2,352.38","2,084.33"
8/12/21,"1,697.33","2,488.00","2,367.17","2,089.38"
7/12/21,"1,710.33","2,487.00","2,375.23","2,111.81"
6/12/21,"1,706.00","2,478.33","2,369.60","2,100.06"
3/12/21,"1,708.67","2,470.67","2,365.66","2,092.07"
2/12/21,"1,695.33","2,454.00","2,354.65","2,082.57"
1/12/21,"1,654.33","2,361.00","2,281.29","2,014.50"
30/11/2021,"1,649.67","2,365.67","2,275.53","2,016.23"
29/11/2021,"1,662.33","2,397.33","2,303.33","2,045.24"
26/11/2021,"1,670.00","2,413.33","2,319.05","2,052.01"
25/11/2021,"1,725.33","2,462.00","2,380.33","2,123.14"
24/11/2021,"1,725.67","2,510.67","2,405.40","2,148.87"
23/11/2021,"1,754.67","2,574.33","2,461.39","2,185.10"
22/11/2021,"1,743.33","2,593.67","2,465.78","2,189.74"
19/11/2021,"1,728.33","2,588.33","2,458.20","2,171.94"
18/11/2021,"1,731.67","2,588.00","2,461.45","2,167.18"
17/11/2021,"1,716.67","2,570.33","2,442.54","2,156.89"
16/11/2021,"1,710.00","2,554.67","2,425.00","2,139.58"
15/11/2021,"1,713.00","2,533.67","2,417.37","2,117.98"
12/11/21,"1,696.33","2,503.33","2,388.76","2,087.54"
11/11/21,"1,712.00","2,524.00","2,406.73","2,099.63"
10/11/21,"1,697.00","2,498.33","2,388.15","2,077.81"
9/11/21,"1,664.67","2,448.33","2,351.48","2,029.33"
8/11/21,"1,665.00","2,472.00","2,364.83","2,040.26"
5/11/21,"1,669.00","2,436.67","2,344.07","2,028.21"
4/11/21,"1,680.00","2,467.33","2,366.66","2,049.88"
3/11/21,"1,677.00","2,459.67","2,374.13","2,049.83"
2/11/21,"1,683.00","2,502.33","2,394.98","2,068.66"
1/11/21,"1,708.33","2,584.67","2,458.01","2,120.16"
29/10/2021,"1,712.67","2,581.67","2,461.66","2,130.93"
28/10/2021,"1,737.67","2,604.67","2,499.98","2,140.36"
27/10/2021,"1,750.00","2,622.00","2,511.85","2,165.59"
26/10/2021,"1,759.00","2,615.67","2,518.11","2,172.75"
25/10/2021,"1,766.67","2,637.00","2,533.92","2,182.59"
22/10/2021,"1,766.67","2,617.67","2,521.69","2,168.03"
21/10/2021,"1,764.67","2,597.67","2,516.10","2,160.95"
20/10/2021,"1,753.67","2,548.33","2,484.42","2,133.99"
19/10/2021,"1,784.67","2,569.33","2,514.93","2,161.96"
18/10/2021,"1,813.33","2,636.33","2,560.84","2,205.91"
15/10/2021,"1,811.33","2,639.67","2,565.03","2,212.73"
14/10/2021,"1,814.67","2,619.00","2,550.41","2,200.37"
13/10/2021,"1,817.33","2,636.00","2,556.97","2,210.37"
12/10/21,"1,852.67","2,702.67","2,610.78","2,262.37"
11/10/21,"1,855.67","2,705.33","2,616.10","2,260.70"
8/10/21,"1,874.33","2,775.33","2,664.46","2,302.63"
7/10/21,"1,858.67","2,753.00","2,643.27","2,286.56"
6/10/21,"1,857.33","2,745.67","2,632.80","2,280.14"
5/10/21,"1,875.33","2,773.67","2,665.53","2,296.22"
4/10/21,"1,879.00","2,769.67","2,662.51","2,291.22"
1/10/21,"1,862.33","2,728.00","2,627.59","2,265.77"
30/09/2021,"1,854.00","2,669.33","2,583.06","2,231.24"
29/09/2021,"1,826.67","2,609.00","2,531.84","2,180.55"
28/09/2021,"1,790.33","2,570.67","2,497.12","2,138.16"
27/09/2021,"1,768.67","2,569.67","2,497.70","2,134.53"
24/09/2021,"1,788.33","2,609.33","2,528.20","2,158.45"
23/09/2021,"1,807.67","2,631.00","2,558.05","2,180.09"
22/09/2021,"1,829.67","2,672.00","2,586.81","2,203.57"
21/09/2021,"1,808.33","2,620.67","2,546.15","2,171.74"
20/09/2021,"1,795.33","2,603.33","2,527.97","2,155.22"
17/09/2021,"1,815.33","2,677.67","2,587.51","2,205.46"
16/09/2021,"1,807.33","2,671.00","2,581.61","2,194.76"
15/09/2021,"1,801.33","2,668.67","2,580.95","2,185.16"
14/09/2021,"1,787.67","2,671.33","2,573.89","2,177.13"
13/09/2021,"1,781.33","2,646.33","2,556.65","2,164.97"
10/9/21,"1,775.00","2,628.00","2,543.81","2,152.70"
9/9/21,"1,796.67","2,688.00","2,588.96","2,188.96"
8/9/21,"1,814.00","2,695.67","2,598.04","2,197.29"
7/9/21,"1,824.67","2,715.00","2,616.25","2,207.98"
6/9/21,"1,801.67","2,686.33","2,589.29","2,182.12"
3/9/21,"1,790.00","2,657.67","2,569.93","2,162.72"
2/9/21,"1,785.67","2,623.33","2,546.41","2,147.52"
1/9/21,"1,755.67","2,553.67","2,487.85","2,099.37"
31/08/2021,"1,756.33","2,553.67","2,484.58","2,105.80"
30/08/2021,"1,768.67","2,606.00","2,520.24","2,136.79"
27/08/2021,"1,781.00","2,591.33","2,522.33","2,138.56"
26/08/2021,"1,792.33","2,627.00","2,542.77","2,162.12"
25/08/2021,"1,789.67","2,622.00","2,539.96","2,160.11"
24/08/2021,"1,778.00","2,594.67","2,517.26","2,143.45"
23/08/2021,"1,776.33","2,578.67","2,508.96","2,137.51"
20/08/2021,"1,786.33","2,577.33","2,506.77","2,143.41"
19/08/2021,"1,795.67","2,638.67","2,547.48","2,178.60"
18/08/2021,"1,798.33","2,678.67","2,576.14","2,201.70"
17/08/2021,"1,791.67","2,658.33","2,560.53","2,186.06"
16/08/2021,"1,783.33","2,627.67","2,549.24","2,164.94"
13/08/2021,"1,757.00","2,589.67","2,512.70","2,130.14"
12/8/21,"1,740.67","2,567.33","2,488.12","2,120.25"
11/8/21,"1,743.67","2,561.00","2,489.95","2,121.56"
10/8/21,"1,729.33","2,517.33","2,455.88","2,095.48"
9/8/21,"1,703.00","2,463.00","2,411.34","2,052.65"
6/8/21,"1,691.67","2,462.33","2,405.01","2,044.86"
5/8/21,"1,671.33","2,444.00","2,386.50","2,016.00"
4/8/21,"1,674.00","2,436.00","2,382.89","2,012.47"
3/8/21,"1,679.33","2,456.67","2,396.39","2,021.00"
2/8/21,"1,654.00","2,400.67","2,349.82","1,979.96"
30/07/2021,"1,656.67","2,407.67","2,356.79","1,986.42"
29/07/2021,"1,679.33","2,460.00","2,403.22","2,021.95"
28/07/2021,"1,684.67","2,460.00","2,400.17","2,032.82"
27/07/2021,"1,670.00","2,421.00","2,370.52","2,003.92"
26/07/2021,"1,664.67","2,416.00","2,359.78","1,997.91"
23/07/2021,"1,628.00","2,367.67","2,303.78","1,958.79"
22/07/2021,"1,619.00","2,351.33","2,288.89","1,944.99"
21/07/2021,"1,609.00","2,309.00","2,256.91","1,913.07"
20/07/2021,"1,599.33","2,298.00","2,238.31","1,900.88"
19/07/2021,"1,600.67","2,287.67","2,239.81","1,897.46"
16/07/2021,"1,631.33","2,357.00","2,303.39","1,950.39"
15/07/2021,"1,640.00","2,406.00","2,339.19","1,981.41"
14/07/2021,"1,665.67","2,429.33","2,369.10","2,003.19"
13/07/2021,"1,676.00","2,429.67","2,375.88","2,011.42"
12/7/21,"1,679.67","2,464.33","2,398.70","2,022.70"
9/7/21,"1,644.33","2,375.33","2,326.82","1,961.39"
8/7/21,"1,623.67","2,326.33","2,281.47","1,926.93"
7/7/21,"1,632.67","2,349.67","2,301.41","1,950.10"
6/7/21,"1,638.00","2,340.00","2,300.06","1,946.88"
5/7/21,"1,659.00","2,352.33","2,326.10","1,960.09"
2/7/21,"1,644.00","2,364.67","2,316.82","1,955.51"
1/7/21,"1,655.00","2,396.33","2,339.08","1,972.90"
30/06/2021,"1,668.00","2,422.33","2,363.34","1,994.78"
29/06/2021,"1,659.33","2,421.33","2,360.04","1,982.32"
28/06/2021,"1,648.33","2,415.00","2,352.97","1,971.20"
25/06/2021,"1,651.67","2,408.00","2,351.99","1,970.03"
24/06/2021,"1,639.33","2,380.00","2,330.20","1,953.87"
23/06/2021,"1,648.67","2,406.33","2,355.42","1,971.25"
22/06/2021,"1,662.67","2,431.33","2,373.26","1,992.59"
21/06/2021,"1,656.67","2,413.33","2,359.54","1,981.19"
18/06/2021,"1,664.67","2,408.33","2,354.33","1,983.17"
17/06/2021,"1,661.67","2,420.00","2,366.52","1,986.81"
16/06/2021,"1,657.67","2,455.33","2,388.99","1,991.82"
15/06/2021,"1,663.67","2,455.33","2,398.39","1,978.79"
14/06/2021,"1,645.00","2,438.67","2,380.54","1,963.35"
11/6/21,"1,632.33","2,397.33","2,350.64","1,942.81"
10/6/21,"1,633.33","2,420.33","2,366.93","1,944.91"
9/6/21,"1,620.00","2,393.33","2,340.63","1,921.54"
8/6/21,"1,624.67","2,426.00","2,362.25","1,939.64"
7/6/21,"1,620.00","2,402.67","2,349.79","1,926.24"
4/6/21,"1,637.00","2,451.00","2,385.64","1,959.92"
3/6/21,"1,636.67","2,446.00","2,376.69","1,960.53"
2/6/21,"1,636.00","2,466.00","2,392.47","1,958.84"
1/6/21,"1,646.00","2,461.00","2,396.57","1,958.12"
28/05/2021,"1,639.33","2,459.33","2,392.69","1,962.37"
27/05/2021,"1,638.67","2,468.00","2,395.41","1,964.83"
26/05/2021,"1,656.67","2,458.00","2,399.44","1,966.34"
25/05/2021,"1,643.67","2,426.67","2,374.05","1,940.90"
24/05/2021,"1,651.67","2,431.00","2,384.38","1,952.45"
